,investor,year,weighted_score
14761,STALEY CAPITAL ADVISERS INC,2013,10.030149680372341
9507,"LOCUST WOOD CAPITAL ADVISERS, LLC",2013,9.920676217869637
9543,LONE PINE CAPITAL LLC,2013,9.644436340576583
13937,"RiverPark Advisors, LLC",2013,9.505840961971362
16916,VGI PARTNERS PTY Ltd,2013,8.990970770211156
17158,WADE G W & INC,2013,8.940035113886509
7467,HALSEY ASSOCIATES INC/CT,2013,8.877109621099752
3206,CHILTON INVESTMENT CO LLC,2013,8.54112606595203
9187,"Kenmare Capital Partners, L.L.C.",2013,8.437296162535084
10116,MARATHON CAPITAL MANAGEMENT,2013,8.414945748583172
5422,EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,2013,8.366405196315453
17969,"Zuckerman Investment Group, LLC",2013,8.271451793886945
733,AVENIR CORP,2013,8.192987462580655
2757,Burgundy Asset Management Ltd.,2013,8.13998114189752
4602,"Cubic Asset Management, LLC",2013,8.00250438811747
11399,NORTHSTAR INVESTMENT ADVISORS LLC,2013,7.855839710741323
8625,"Ipswich Investment Management Co., Inc.",2013,7.8181842371636865
12880,"Peregrine Asset Advisers, Inc.",2013,7.753560550542345
15442,Somerset Group LLC,2013,7.748435098689132
4739,"DAVIS CAPITAL PARTNERS, LLC",2013,7.323690915297629
6346,Findlay Park Partners LLP,2013,7.171139378680954
16394,"Telemark Asset Management, LLC",2013,7.126415776135232
16426,Tetrem Capital Management Ltd.,2013,7.089860238147859
7423,Guinness Atkinson Asset Management Inc,2013,6.9608699844081645
7673,HIGH POINTE CAPITAL MANAGEMENT LLC,2013,6.915046249327382
4729,DAVIDSON INVESTMENT ADVISORS,2013,6.8947253797837655
2845,CALEDONIA INVESTMENTS PLC,2013,6.524996952298277
13688,RR PARTNERS LP,2013,6.476940014781622
8341,ING GROEP NV,2013,6.391549359641742
9130,"KSA CAPITAL MANAGEMENT, LLC",2013,6.258503463235014
11889,"OSKIE CAPITAL MANAGEMENT, LLC",2013,6.17564437538231
8803,JOHO CAPITAL LLC,2013,5.998297343288801
17146,W.G. Shaheen & Associates DBA Whitney & Co,2013,5.535693452460647
15858,TAYLOR ASSET MANAGEMENT INC,2013,5.45233787028336
10906,"Meru Capital Group, LP",2013,5.412210052199926
9600,LUCAS CAPITAL MANAGEMENT,2013,5.326025387797895
7048,GRUSS & CO INC,2013,5.192847461944526
10548,MOON CAPITAL MANAGEMENT LP,2013,4.651464145686048
2660,"Bridgecreek Investment Management, LLC",2013,4.143293806127137
12135,PAR CAPITAL MANAGEMENT INC,2013,4.109982025734088
8013,"Healthcare Value Capital, LLC",2013,3.9639096417788897
12183,PARSONS CAPITAL MANAGEMENT INC/RI,2013,3.742449882363646
16431,Texan Capital Management,2013,3.4286861774180037
14160,"SCGE MANAGEMENT, L.P.",2013,3.423970598431496
9537,LONDON CO OF VIRGINIA,2013,3.2967245722706027
2632,Breithorn Capital Management,2013,3.207740619934344
6360,"Firefly Value Partners, LP",2013,3.1052420842968838
16058,TIGER MANAGEMENT L.L.C.,2013,2.6686220918934307
13714,RWC Asset Management LLP,2013,1.7044745400185066
11447,NWI MANAGEMENT LP,2013,1.6582199851477195
8423,INVESTMENTAKTIENGESELLSCHAFT FUER LANGFRISTIGE INVESTOREN TGV,2013,1.462499310881311
16436,Texas Yale Capital Corp.,2013,1.37247750780744
4688,"D.C. Capital Advisors, Ltd",2013,1.3385324364339255
2009,BRIGHTON JONES LLC,2013,1.319685102095668
1328,"Atlas Brown,Inc.",2013,1.2502861939883252
3704,CTC LLC,2013,0.6870669726492177
